tweet,final_label
spending the first night in my new place,NEUTRAL
yes and no theres some strange infection in my body thats causing me to be sicker than i need and to have a fever,NEGATIVE
last real seventh hour,NEUTRAL
nice hair and nowhere to go,POSITIVE
on my deck perfect weather today not feeling good tho,NEUTRAL
at tgc concert good to see old friends and remember the old times,POSITIVE
awake slept in a little cuz no construction now studying bio alllll day but i dont mind,NEUTRAL
henrie httptwitpiccomjbsq looks so good i want one,POSITIVE
excuse me msgomez who said you could leave,NEUTRAL
thanks for the follow im loving the energy on your site the spaz in me cant help but be drawn to you httpwwwtedme,POSITIVE
aww what a sunny day tasty barbeque with the family got bad sunburn though,NEUTRAL
gorgeous weather but no bike,POSITIVE
thanks heather glad you like the dish,POSITIVE
wow great to know a piece of software ensures our timely project delivery productnamingrulez,POSITIVE
totally just skid all over the road,NEUTRAL
cullen oh really ive already put all the pics up sorry httptwitpiccomoj,NEGATIVE
i stung myself with stinging nettles all down my shin,NEUTRAL
i miss the air canada centre and andy frost,NEGATIVE
still awake will get some sleep i have to drive to fortuna early red bull will guide me,NEUTRAL
ok super bored guess no one else it,NEGATIVE
i cant follow any on followfriday lol u guys follow,NEUTRAL
wearing my new victorias secret slippers,NEUTRAL
having a long island ice tea,NEUTRAL
oh dear sunburned back,NEGATIVE
ohmygosh i know that would make my night for sure lol goodnight,POSITIVE
i would prefer more monday,NEUTRAL
cubbies at an even so what else is new no matter beat dem bums chicago baseball,NEUTRAL
not in the mood,NEGATIVE
rz hope so time will tell good luck,POSITIVE
thanks followed me back,POSITIVE
i crochet laura simple stitchesi can make a mean afgan,NEUTRAL
ohh right but it turned her curve into a right angle i just like her better curvey thanks for letting me know though,POSITIVE
i have a h lamb meeting it should be fun and it is sunny yay i can play with my horses this afternoon clap clap clap,POSITIVE
youre so lucky we have weeks until summer,POSITIVE
have a great time in the hamptons hope its for some relaxation not for work,POSITIVE
popularent awww boog u aint been on in a minhey to ya but thats whats up enjoy yall selves especially your lil cousin,POSITIVE
as do i leopold says hello,NEUTRAL
my shirt is a fuzz magnet today and i feel totally uncomfortable,NEGATIVE
yes please,NEUTRAL
its sunny and hot in london today while i sit in office cranking spreadsheets,NEGATIVE
baffoon ooh if youre on the computer making your playlist come online pls im bored now that ive blocked everyone again,NEGATIVE
having problems with my blackberry ugh i need another charged battery least now,NEGATIVE
believes that creativity in cooking is only limited to your imagination guess that applies for most things too like photography,POSITIVE
issayin happy mothers day everyone,POSITIVE
oh gosh i hope so how fun,POSITIVE
shutupandsmile ow we go back to your last avatar is that your boyfriend who lying on bed i see it,NEUTRAL
crawling back into bedbecause i can,NEUTRAL
ye it is not fare on me x,NEGATIVE
so tired of driving i really could use a chauffeur,NEGATIVE
cause its true it would hahaha i love you,POSITIVE
is busy creating a new logo for my site,NEUTRAL
starting tm alex and i are doing a whole week of no going out and spending money that we dont have,NEUTRAL
sadly awake wondering about contact info for all of the fun folks i hung out with at the shop yay b miss you guys,NEGATIVE
hes a good lad is wore phil known each other for years now seems like minutes haha you ok hayley,POSITIVE
unfortunately i will be nowhere near the beach i have fam in that area too,NEGATIVE
get you lol what time we eating id hate to be late,NEGATIVE
my friend and i have a request that you play nothing sir when you hit perth on tues from jazz and charni,NEUTRAL
i totally do not know how ticketless travel works,NEUTRAL
lol i thought it was pretty funny too,POSITIVE
haha moms back today from a weekend away her first words whys the house so dirty i love life,NEUTRAL
hate u i have wait one week to see it cuz here puerto rico is still coming soon,NEGATIVE
oh but that girl but aidan,NEGATIVE
mclife yeah that is the one thing i hate about tweetdeck,NEGATIVE
really no even a little bit of pane,NEUTRAL
oh that sucks,NEGATIVE
thanks for the follow my new twitpeeps,NEGATIVE
is at panera eating a bacon egg and cheese with a coffee httptwitpiccomjip,NEUTRAL
i just downloaded bonnie and clyde by beyonce and jayzan old fav,POSITIVE
lovely hubby has just spray tanned the back of my legs for me so hopefully wont look like an allsort for much longer,POSITIVE
jodie um i was thrown from s van yesterday and had to be taken to the er,NEUTRAL
yepsjust for today though i badly wanted to do some geekshopping,NEGATIVE
writing and researching tired of being foolish so im educating myself moving forward gonna marry a white boy they do you right,NEGATIVE
ive got sunburnt knees its funny now but i bet theyll sting later had a fab day though x,NEUTRAL
aaaagh aircon not working in my office,NEGATIVE
starting some work on final year project just making some test pieces in flash to see how things could work listning to ipod too,NEUTRAL
need to go shopping boring day tdaynothing to dooo college tmrohow excitin wish twitter was simplified for me,NEGATIVE
heading downtown drinks and dancing,POSITIVE
im so done with this cold i really wanna go out tonight but i really dont feel like it,NEGATIVE
youre welcome and thanks for inviting us to talk hoursnz is like becoming a parent no one can really prepare you for it,POSITIVE
off to go buy more deck sleeves and x card pages man those pages are expensive stupid organizing collection,NEGATIVE
wheres the uk love,NEUTRAL
i have a broken wrist,NEGATIVE
guess ill be running in a little bit accidentally fell asleep,NEUTRAL
cathylofran im glad i can vent out to you about this thanks for being here for me bestfriend,POSITIVE
had a nice brunch by the bay thank god for mommies,POSITIVE
i love you dont leave me,POSITIVE
back to reality boo,NEGATIVE
is definitely working sunday afternoon to late evening,NEUTRAL
you didnt come to see the hosts at hilton mr thomas we spent lots of money for nothing thats boring,NEGATIVE
i only have more seasons of xfiles to watch,NEUTRAL
i understand computers are fun again,POSITIVE
haha it will be interesting haha,POSITIVE
yes when i was talking to you,NEUTRAL
i know just when i was starting to think this breakup was gonna have me up all night tossin and turnin no maam,NEUTRAL
happy mothers day to everyone lucky enough to be a mommy extra special happy to who became a mommy day,POSITIVE
im craving some cinnamon toast crunch why is it so cold today,NEGATIVE
thanks bro but im awake already how are you,POSITIVE
at the coast too many people here i know i love you nicci,POSITIVE
you can have the sun too it all sucks especially for my pale whiteman skin i cant stop sneezing and i blame you,NEGATIVE
watching ace of cakes,NEUTRAL
my photoshop wont let me save anything due to a disk error the blend took me hours,NEGATIVE
yeah one burrito did not taste like the other there was no avocado ranch sauce,NEUTRAL
its my birthdayhappy birthday to me,POSITIVE
i wish i was outside,POSITIVE
hey sam happy mothers day,POSITIVE
anybody have advice on who to use for printing biz cards besides overnight bad experience psprint each biz card sep project,NEUTRAL
is off to get the boy and then to his doc persistent coughs are not good httpplurkcompxt,NEGATIVE
gear troubles all day long,NEGATIVE
please bring to your show,NEUTRAL
threee words youtube bamboozle show,NEUTRAL
graduating from high school tonight im kind of sad,NEGATIVE
httptwitpiccomjccd and also these hi top reeboks cause i can,NEUTRAL
lol triplet haha im so glad that morgan got the bag even if she didnt ride the ride,POSITIVE
is going to her last full day of school life is good,POSITIVE
i hate florists no rose for cassadee tomorrow now fricken florist people hmmneed something elsehmm,NEGATIVE
this thing was more fun with my itouch,POSITIVE
well the requirements are quite high as well,NEUTRAL
poor s mom just told her she looked like a the skirt wasnt that short and its degrees out,NEGATIVE
you know we dont believe half of what they say,NEGATIVE
denial can be very powerful,NEUTRAL
congratulations,POSITIVE
wow i thought wed only be gaming for hours but here i am hours later seeing the last person out long session but fun,NEUTRAL
oh according to mom dad is going to try and take weeks off in sep to go to austira and just wrap a vacation into it as well lmao,NEUTRAL
epic moment hahahha i swear i really wanna see it,POSITIVE
done some positive affirmation now back to the japanese yay for bank holiday monday,POSITIVE
had an interesting evening amongst homeless people in venice beach last night wishing i had my camera with me and model releases,POSITIVE
you should tour lol i live all the way out in tennessee p jk how would you do that,NEUTRAL
only an hour left with my ipod touch,NEUTRAL
oo yay followers i want help me,POSITIVE
is laying in bed wishing i could meet kellan lutz haha im a nerddream on,NEUTRAL
is over,NEUTRAL
im absolutely jealous as hell of brenda,NEGATIVE
whooops wrong smiley its supposed to be lol,NEGATIVE
ur moving to leeds wut are u doing up there work ur just a jetsetteri wanna move to england too,NEUTRAL
