filtered text,label
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
onerepublic apple working hard for album,NEUTRAL
im still mad apple,NEGATIVE
tehhgoat apple do you by accident have me blocked or,NEGATIVE
youd think safari would work well since its an apple product but no its been freezing constantly such crap products apple,NEGATIVE
khloe kardashian has a black iphone but i still dont have mine apple whats going on huh picking favorites you biased fucks,NEGATIVE
real tired of my charger breaking every month apple,NEGATIVE
rt paisleysmithh real tired of my charger breaking every month apple,NEGATIVE
apple fix os x please,NEGATIVE
can we have way calling on facetime calls and the ability to move between devices seamlessly apple timcook god,NEUTRAL
thanks rt axolrose can we have way calling on facetime calls and the ability to move between devices seamlessly apple timcook god,NEUTRAL
over fab photo edit app apple httptcooomlujfrz,NEUTRAL
like once i pick up a call on my dying ipad i want to be able to switch it to my macbook before my ipad apple timcook god,NEUTRAL
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
my messages arent sendingapple tf is going on,NEGATIVE
aaplcorrupt apple exec sentenced to year in prisonhttptcoucqyybqrgm,NEGATIVE
follow all developments in the aapl drm trial that is finally underway httpstcowmvjwhtnq,NEUTRAL
apple apple corporate raiders selling weak products that stop working within weeksampapple gets out of warranty by claiming dampness,NEGATIVE
rt swerviinnn my messages arent sendingapple tf is going on,NEGATIVE
apple i think steve jobs would have been proud icantbreathe httptcopkkmkylspt,POSITIVE
its not even programs i use apple httptcoendphugu,NEUTRAL
swerviinnn apple maybe stop being a whore for once and sleep,NEGATIVE
swerviinnn apple clearly its a sign they doing u a favor,NEUTRAL
my notifications are so messed up thank u apple,NEGATIVE
jimmymujaj apple it works again fucker not being a hoe if its only one person smd,NEGATIVE
swerviinnn apple multiply by,NEUTRAL
swerviinnn apple you are very hostile tn,NEGATIVE
apple ceo tim cook comes out as gay apple httptcoeufqqpmjj via poshnet,NEUTRAL
google apple unilever are the worlds most indemand employers linkedin,POSITIVE
applenws apple appleproducts ok yall need to reverse my phone back to ios bc i cant do this anymore,NEGATIVE
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
hey apple hundreds of black white brown yellow ericgarner protestors bumrushed yo store to stage a diein amp nothing was stolen xo,NEUTRAL
dustynmichael got enough apple products httptcontsebixal,NEUTRAL
frustrated after unsuccessfully trying to fix outgoing smtp configuration lt apple but this is unacceptable yosemiteproblems apple help,NEGATIVE
abbeyivey here ask my friends apple,NEUTRAL
itsblaney hey apple why is this happening to my phone,NEGATIVE
aaplsteve jobs gives posthumous testimony in apple trialhttptcodzugalt,NEUTRAL
apple im so done with your products like what kind of a facetime call is this appstore httptcolxkiqrlc,NEGATIVE
the worlds first murder via facetime thank you for this innovation apple httptcorzesqfj,NEGATIVE
rt ehsonakbary the worlds first murder via facetime thank you for this innovation apple httptcorzesqfj,NEGATIVE
rt ehsonakbary the worlds first murder via facetime thank you for this innovation apple httptcorzesqfj,NEGATIVE
apple i dont think the should be so close to the when setting an alarm on an iphone many times i have fallen victim to this,NEGATIVE
apple fits to increase in earnings use q eps in free ios app donkey stocks aapl httpstcopyucutyrx,NEUTRAL
rt ehsonakbary the worlds first murder via facetime thank you for this innovation apple httptcorzesqfj,NEGATIVE
rt lawkitson wut apple can i have my money back kthx httptcozvpmuzdam,NEGATIVE
apple fits to increase in earnings use q eps in free ios app donkey stocks aapl httpstcocbugrehzs,NEUTRAL
please google replace java for another language follow apples example innovate,POSITIVE
briankardell jacobrossi apple apparently even the info if a bug is going to be fixed must be kept secretly apple says f you to devs,NEGATIVE
north koreas cyber spies exposed httptcoopgxdzydl cia fbi secretservice deptofdefense dhsgov usnato billgates apple android,0
aaplapples iphone leadtimes still longer than previous modelshttptcobgov,POSITIVE
if you plant an apple seed it is almost guaranteed to grow a tree of a different type of apple appletweets,NEUTRAL
the company crushing apple and samsung in china is making an amazing supercheap phone httptcogmnhluxz httptcohxofxtlm,NEGATIVE
illogikal apple nigga fuck yo couch lol,NEGATIVE
rt hsmoghul my apple autocorrect changes muslim to awesome and im okay with that,POSITIVE
pretty cool stage set at apple cwb for gahongkong panel talk on hks top instagrammers instagram instasavvy httptcoyitbtncnj,NEUTRAL
the stage is set at apple cwb for edwardkb lielaineyl ccnimbu jethromullen vivien liu instasavvy httptcohqncso,NEUTRAL
when you request custom gift wrap from apple dont do it httptcodoenaenx,NEGATIVE
facebook ceo mark zuckerberg criticizes apple aapl aapl httptcoevrsnvdexe,NEGATIVE
can apple survive the holiday investors say yes httptconqhpimk,POSITIVE
apple could face iphone shortages next year aapl aapl httptcovpmoxobfjh,NEGATIVE
rt thestreet can apple survive the holiday investors say yes httptconqhpimk,POSITIVE
apple inc campus has m auditorium m fitness center httptcokqhafcbci aapl,NEUTRAL
apple can you fix your devices some albums are not available on itunes i download illegal and this happens httptconodurnbc,NEGATIVE
a split in the valley on user data apple says totally facebook amp google saylike whatever titianfight httptcothgzqypoh,NEUTRAL
aapl apple survive the holiday investors say yes httptcoranqktqnroc nyc california sanfrancisco tech christmas,POSITIVE
apple has a new critic mark zuckerberg aapl aapl httptcokbmaurhhep,NEUTRAL
rt thestreet can apple survive the holiday investors say yes httptconqhpimk,POSITIVE
apple apple loop iphones rumors steve jobs garage myth iphone c speculation saturday december httptcokzzjxqhf,NEUTRAL
apple plans big india push with stores aapl aapl httptcotbtlkhl,NEUTRAL
iphone release date with top most needed features aapl aapl httptcojmaqkjrj,NEUTRAL
well it seems that apple did not start in a garage after all httptcoqhrdhqhz business tech,NEUTRAL
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEGATIVE
on december th apple will be hosting hour of code programming workshops via tomac httptcowdviexw,NEUTRAL
apples iphone leadtimes still longer than previous models aapl aapl httptcowrrklcxvn,NEUTRAL
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
ubs sees more apple iphone sales aapl aapl httptcowyawcvlvne,NEUTRAL
stevewoz amctheatres steve woz sits down with an apple ii computer and bloombergnews httpstcoygjzxrodxv,NEUTRAL
stevewoz watcha doing there with the soldering iron woz at bloombergnews and the apple ii computer are you swapping caps,NEUTRAL
steve jobs defends apple from the grave in ipod lawsuit aapl aapl httptcolrxewzkp,NEUTRAL
can apple stop making their os installations so damn bloody difficult stop asking me to clear space from my hard disk,NEGATIVE
aaplapple inc aapl is the run overhttptcotvixzr,NEUTRAL
apples dilemma with apple tv aapl aapl httptcopfxeuxeuu,NEUTRAL
apple planning to open istores in india httptcohhrlhfcdup,NEUTRAL
rt muchtech apple planning to open istores in india httptcohhrlhfcdup,NEUTRAL
rt jpdesloges apples dilemma with apple tv aapl aapl httptcopfxeuxeuu,NEGATIVE
im learning all about apple ipad mini smart cover pink mdlla at influenster apple httptcotmccfxvt,NEUTRAL
tax reform what to expect from the new congress aapl aapl httptcolkfcamkdr,0
apple patents iphone drop protection mechanism that changes device angle infreefall httptcopghgjxi via techcrunch wickedsmart,NEUTRAL
apple pivoting ipad education strategy to regain its footing aapl aapl httptcorwihidtft,NEUTRAL
dear apple where the everlovin heck did you put the navigation arrows in the itunes store do you even use your own software,NEGATIVE
hoos apple do not navigate it in this way,NEUTRAL
apple bought a new iphone never gets reception in the same places my s did and battery life is worse nomoreapple,NEGATIVE
thank you to the nice lady at apple in regentsstreet for helping me grab my phone today you are a life saver,POSITIVE
nigga my phone has froze times today amp its not even am tf apple,NEGATIVE
rt vitosfam hey apple the battery of my iphone drops down like my cock when i see a gay porn on the xvideos main page fix this shit,NEGATIVE
mark zuckerbergs newest frenemy tim cook aapl aapl httptcopzncxfzs,NEUTRAL
deet apple im a rebel sometimes aka a luddite p,NEUTRAL
rt vitosfam hey apple the battery of my iphone drops down like my cock when i see a gay porn on the xvideos main page fix this shit,NEGATIVE
rt allisonsalz when you request custom gift wrap from apple dont do it httptcodoenaenx,NEGATIVE
ubs increases apples iphone sales revenue and eps aapl aapl httptcohgxzqmvue,NEUTRAL
timesofindia facebook ceo mark zuckerberg criticizes apple httptcoifdorjfu httptcodxvzfydjv his iphone bend lol apple,NEGATIVE
who annoys me more atampt or apple samsungmobileus here i come for a galaxy s,NEGATIVE
just got the iphone apple,NEUTRAL
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
left the hoos we now got iphones are dire apple suck ur mum,NEGATIVE
rt barrrymitchell left the hoos we now got iphones are dire apple suck ur mum,NEGATIVE
rt vitosfam hey apple the battery of my iphone drops down like my cock when i see a gay porn on the xvideos main page fix this shit,NEGATIVE
giveawaylphone boysquotations and done i should have won like times alreadt whats the deal apple,NEGATIVE
ubs sees more apple inc aapl iphone sales httptcorbaacidbe aapl,POSITIVE
aaplapple loop iphone s rumors steve jobs garage myth iphone c specuhttptcogwqjqikzd,NEUTRAL
rt vitosfam hey apple the battery of my iphone drops down like my cock when i see a gay porn on the xvideos main page fix this shit,NEGATIVE
i was having wireless drop off connections issues net interruptus with my macbook pro upgraded to yosemite problems disappeared apple,NEGATIVE
apple why is flag next to delete in email wouldnt it make more sense next to mark as unread on the other side accidentally deleting,NEGATIVE
apple use this ur next ad funconvo httptcorjpyqmflwa,NEUTRAL
major crisis avoided apple you guys were able to restore my daughters iphone great service thanks starservice,POSITIVE
rt different is normal httptcocbumyzrlm frankcaliendo iansomerhalder ryandorsey danbilzerian aapl,NEUTRAL
apples pt raised by barclays to overweight rating httptcopxfaafvrn aapl aapl via ratingsnetwork,NEUTRAL
most recent apple inc lawsuit hurts share price httptcoolfigug aapl,NEUTRAL
apple incs brand value jumped here are companies soaring even httptcouqusojxlm aapl,POSITIVE
